label,timestamp,duration,pkg,dram,socket
Adult_3,1655920609.745473,2736460.678,94388125.0,14300466.0,0
Adult_3,1655920612.483149,2729876.509,94767762.0,14437707.0,0
Adult_3,1655920615.2150574,2732851.655,94945497.0,14366868.0,0
Adult_3,1655920617.9503345,2732772.721,94830140.0,14366409.0,0
Adult_3,1655920620.6849775,2727202.396,95134339.0,14408484.0,0
Adult_3,1655920623.4148324,2732322.81,95364319.0,14377991.0,0
Adult_3,1655920626.1498766,2730961.486,95616577.0,14300696.0,0
Adult_3,1655920628.8834374,2729776.666,95645568.0,14257260.0,0
Adult_3,1655920631.6142592,2717167.072,95632446.0,14340032.0,0
Adult_3,1655920634.3324666,2718250.885,95678588.0,14386024.0,0
Student_3,1655920637.051792,22248.91,886716.0,84701.0,0
Student_3,1655920637.0756803,28096.663,1299924.0,96176.0,0
Student_3,1655920637.1054025,28079.804,1305600.0,99939.0,0
Student_3,1655920637.1351118,28109.594,1304806.0,100276.0,0
Student_3,1655920637.164874,28031.254,1303463.0,102174.0,0
Student_3,1655920637.1945467,28007.013,1303402.0,101470.0,0
Student_3,1655920637.224209,28125.765,1301755.0,103626.0,0
Student_3,1655920637.2540374,28055.149,1302731.0,98930.0,0
Student_3,1655920637.2838595,28138.382,1301206.0,100016.0,0
Student_3,1655920637.3137586,28038.54,1306454.0,99190.0,0
Adult_10,1655920637.3437028,2586603.496,91866098.0,13776595.0,0
Adult_10,1655920639.9313362,2552603.975,89670974.0,13514567.0,0
Adult_10,1655920642.4849632,2557776.735,89977004.0,13646529.0,0
Adult_10,1655920645.043793,2556959.078,90152418.0,13620228.0,0
Adult_10,1655920647.6017687,2552883.645,89943923.0,13568958.0,0
Adult_10,1655920650.155711,2557316.147,90048720.0,13639919.0,0
Adult_10,1655920652.7140813,2555791.804,90259351.0,13580188.0,0
Adult_10,1655920655.2709386,2551170.548,90201978.0,13570167.0,0
Adult_10,1655920657.8231137,2555317.802,90260267.0,13657515.0,0
Adult_10,1655920660.3795357,2554773.092,90292005.0,13570503.0,0
Student_10,1655920662.9353514,14582.956,404540.0,51637.0,0
Student_10,1655920662.950888,13896.027,404174.0,51943.0,0
Student_10,1655920662.9657211,14379.751,405821.0,51515.0,0
Student_10,1655920662.9809875,13762.872,404662.0,52418.0,0
Student_10,1655920662.9957063,13906.614,402404.0,51882.0,0
Student_10,1655920663.010543,13912.631,403075.0,51652.0,0
Student_10,1655920663.0253978,13800.766,373412.0,49342.0,0
Student_10,1655920663.0401533,13783.514,402343.0,50291.0,0
Student_10,1655920663.0548766,13886.434,401611.0,51057.0,0
Student_10,1655920663.069707,13754.564,405089.0,52800.0,0
Adult_27,1655920663.0844007,2201879.003,77880415.0,11767398.0,0
Adult_27,1655920665.2873268,2200405.798,77720809.0,11751380.0,0
Adult_27,1655920667.4887788,2207488.183,78041121.0,11795366.0,0
Adult_27,1655920669.6973183,2203685.894,78042769.0,11744524.0,0
Adult_27,1655920671.902038,2204002.525,78010115.0,11766511.0,0
Adult_27,1655920674.1070735,2200866.02,77970626.0,11714904.0,0
Adult_27,1655920676.3089693,2200872.206,78021468.0,11731994.0,0
Adult_27,1655920678.5108974,2199135.403,77848555.0,11788558.0,0
Adult_27,1655920680.7110744,2199640.061,77967940.0,11702205.0,0
Adult_27,1655920682.9117498,2204747.755,78141584.0,11834673.0,0
Student_27,1655920685.1175287,13377.627,406676.0,53412.0,0
Student_27,1655920685.1318681,13041.039,380736.0,47797.0,0
Student_27,1655920685.1458478,13054.342,375121.0,47047.0,0
Student_27,1655920685.1598487,12980.056,377868.0,47261.0,0
Student_27,1655920685.1737585,13156.958,377684.0,45976.0,0
Student_27,1655920685.1878362,13041.428,374877.0,48684.0,0
Student_27,1655920685.2018173,13043.178,379759.0,47552.0,0
Student_27,1655920685.2158313,12872.651,378905.0,49082.0,0
Student_27,1655920685.2296436,12861.998,373168.0,45319.0,0
Student_27,1655920685.243463,12947.573,379454.0,49878.0,0
Adult_3,1655920808.3685813,2737255.439,95466064.0,14216806.0,0
Adult_3,1655920811.1070628,2721859.591,95548157.0,14196120.0,0
Adult_3,1655920813.8306963,2731086.91,96165404.0,14197160.0,0
Adult_3,1655920816.5643346,2724756.962,96018492.0,14227929.0,0
Adult_3,1655920819.2915223,2728906.116,96448056.0,14248340.0,0
Adult_3,1655920822.0228934,2725069.005,96394346.0,14264251.0,0
Adult_3,1655920824.7503061,2731231.565,96666500.0,14357749.0,0
Adult_3,1655920827.4826872,2723946.921,96664548.0,14349289.0,0
Adult_3,1655920830.2076938,2715539.783,96449826.0,14297177.0,0
Adult_3,1655920832.9242282,2726224.275,96893734.0,14317464.0,0
Student_3,1655920835.6515148,22352.737,892392.0,80049.0,0
Student_3,1655920835.6755142,27963.598,1305722.0,104805.0,0
Student_3,1655920835.7050972,27896.572,1309567.0,97293.0,0
Student_3,1655920835.7346323,28076.75,1312070.0,101163.0,0
Student_3,1655920835.7643685,27991.912,1316830.0,102021.0,0
Student_3,1655920835.7939947,27974.511,1315548.0,99481.0,0
Student_3,1655920835.8237178,28088.382,1318417.0,102831.0,0
Student_3,1655920835.8535435,28090.611,1322689.0,99756.0,0
Student_3,1655920835.883353,28092.841,1369991.0,97660.0,0
Student_3,1655920835.9131947,28022.014,1320859.0,93361.0,0
Adult_10,1655920835.9430537,2593315.501,92720588.0,13763512.0,0
Adult_10,1655920838.5374238,2555488.234,90575085.0,13425352.0,0
Adult_10,1655920841.0939562,2552600.975,90429762.0,13420732.0,0
Adult_10,1655920843.6476195,2556841.729,90640271.0,13453428.0,0
Adult_10,1655920846.2055066,2555619.047,90513989.0,13500888.0,0
Adult_10,1655920848.7622492,2558227.548,90733289.0,13542872.0,0
Adult_10,1655920851.3215241,2558098.778,90889110.0,13632591.0,0
Adult_10,1655920853.8807032,2554707.124,90689404.0,13505433.0,0
Adult_10,1655920856.436428,2553424.343,90658521.0,13537654.0,0
Adult_10,1655920858.9908454,2557452.975,90768139.0,13501210.0,0
Student_10,1655920861.5493639,14487.884,410765.0,53305.0,0
Student_10,1655920861.5648134,13761.821,411009.0,50995.0,0
Student_10,1655920861.5795205,13774.186,409911.0,52036.0,0
Student_10,1655920861.5942185,13683.511,382689.0,48777.0,0
Student_10,1655920861.6088462,13739.826,411193.0,50995.0,0
Student_10,1655920861.6234984,13692.075,413390.0,52050.0,0
Student_10,1655920861.63814,13758.191,406249.0,50429.0,0
Student_10,1655920861.652832,13806.681,410888.0,52372.0,0
Student_10,1655920861.6676092,14187.833,404479.0,49189.0,0
Student_10,1655920861.682731,14277.625,401855.0,52922.0,0
Adult_27,1655920861.6979554,2200647.681,78096724.0,11605447.0,0
Adult_27,1655920863.8996608,2203934.815,77953475.0,11744923.0,0
Adult_27,1655920866.1046495,2197646.119,77918013.0,11775324.0,0
Adult_27,1655920868.3033583,2201414.212,78112288.0,11784366.0,0
Adult_27,1655920870.5059512,2203981.724,78185102.0,11750216.0,0
Adult_27,1655920872.7109368,2200122.68,77988936.0,11724972.0,0
Adult_27,1655920874.9120965,2204972.457,78196272.0,11830082.0,0
Adult_27,1655920877.1180985,2201758.726,78133955.0,11769893.0,0
Adult_27,1655920879.3208501,2198386.632,78025068.0,11712578.0,0
Adult_27,1655920881.5202339,2192858.504,77836165.0,11678215.0,0
Student_27,1655920883.7140973,13231.373,377807.0,49419.0,0
Student_27,1655920883.7282827,12972.786,376342.0,46787.0,0
Student_27,1655920883.7421763,12829.158,376159.0,46053.0,0
Student_27,1655920883.7559552,12937.73,379027.0,44263.0,0
Student_27,1655920883.7698169,12879.111,381529.0,47813.0,0
Student_27,1655920883.7836685,12829.161,352599.0,44186.0,0
Student_27,1655920883.7974489,12949.185,378356.0,46114.0,0
Student_27,1655920883.8113508,12936.791,379333.0,46925.0,0
Student_27,1655920883.8252292,12793.036,374267.0,48011.0,0
Student_27,1655920883.838965,12879.253,375670.0,47231.0,0
