label,timestamp,duration,pkg,dram,socket
Adult_3,1655920883.852799,727897.93,34348850.0,3069578.0,0
Adult_3,1655920884.5826662,783126.138,37500148.0,3317958.0,0
Adult_3,1655920885.3677921,797932.804,38229638.0,3329158.0,0
Adult_3,1655920886.1677482,761750.139,36571012.0,3211378.0,0
Adult_3,1655920886.9314997,768482.208,36685086.0,3192544.0,0
Adult_3,1655920887.7019744,752575.96,36157196.0,3159665.0,0
Adult_3,1655920888.4565632,766130.318,36754911.0,3231773.0,0
Adult_3,1655920889.224674,765827.915,36684049.0,3231161.0,0
Adult_3,1655920889.992492,768207.398,36803068.0,3208563.0,0
Adult_3,1655920890.7626772,765095.805,36742277.0,3223082.0,0
Student_3,1655920891.5298162,30518.537,1438045.0,114781.0,0
Student_3,1655920891.5620892,27257.451,1175718.0,104162.0,0
Student_3,1655920891.5902514,15041.044,425109.0,57681.0,0
Student_3,1655920891.606197,14948.657,425414.0,57406.0,0
Student_3,1655920891.6220505,14919.907,421691.0,57513.0,0
Student_3,1655920891.6378825,14842.812,416686.0,57528.0,0
Student_3,1655920891.6536586,14982.629,420226.0,53826.0,0
Student_3,1655920891.669588,14927.593,420470.0,57636.0,0
Student_3,1655920891.6854606,14964.853,415160.0,56962.0,0
Student_3,1655920891.7013698,14826.972,420775.0,57605.0,0
Adult_10,1655920891.717145,510359.057,24229247.0,1959854.0,0
Adult_10,1655920892.229482,532125.557,25666682.0,2021635.0,0
Adult_10,1655920892.763451,558820.634,26913200.0,2214553.0,0
Adult_10,1655920893.3240795,554489.719,26690910.0,2143775.0,0
Adult_10,1655920893.8805926,536182.05,25951471.0,2063281.0,0
Adult_10,1655920894.418745,526963.996,25464962.0,2036277.0,0
Adult_10,1655920894.947552,534501.74,25826105.0,2065791.0,0
Adult_10,1655920895.484079,544767.148,26314997.0,2112486.0,0
Adult_10,1655920896.0306704,563739.442,27126884.0,2224727.0,0
Adult_10,1655920896.5962358,549546.54,26452203.0,2131412.0,0
Student_10,1655920897.1478457,28916.193,1395809.0,111047.0,0
Student_10,1655920897.1784754,24816.689,1159726.0,95839.0,0
Student_10,1655920897.2041597,13914.569,405638.0,53734.0,0
Student_10,1655920897.2189782,14019.984,408507.0,53673.0,0
Student_10,1655920897.233881,14052.339,402892.0,53657.0,0
Student_10,1655920897.2488513,16014.639,453002.0,62026.0,0
Student_10,1655920897.2658012,13910.468,370239.0,53764.0,0
Student_10,1655920897.2806394,14104.705,397277.0,57590.0,0
Student_10,1655920897.2957077,14067.378,420653.0,57635.0,0
Student_10,1655920897.3107057,13997.474,394652.0,53580.0,0
Adult_27,1655920897.325641,281770.85,13151028.0,1041486.0,0
Adult_27,1655920897.609384,304627.31,14685387.0,1121582.0,0
Adult_27,1655920897.916017,303716.358,14654931.0,1120129.0,0
Adult_27,1655920898.2215364,307655.594,14896507.0,1139452.0,0
Adult_27,1655920898.5311787,309431.978,14902305.0,1192084.0,0
Adult_27,1655920898.8424299,308650.098,14813500.0,1103023.0,0
Adult_27,1655920899.1528924,317057.621,15277487.0,1224704.0,0
Adult_27,1655920899.4719682,303721.656,14536035.0,1114957.0,0
Adult_27,1655920899.7776582,308761.846,14934838.0,1162601.0,0
Adult_27,1655920900.0882335,303171.976,14648339.0,1118032.0,0
Student_27,1655920900.3932047,27175.244,1292721.0,100016.0,0
Student_27,1655920900.4220865,25567.922,1241513.0,99695.0,0
Student_27,1655920900.448593,13322.027,405944.0,53657.0,0
Student_27,1655920900.4628308,13270.168,371459.0,49863.0,0
Student_27,1655920900.4770122,13379.617,368346.0,49816.0,0
Student_27,1655920900.491295,13182.556,372069.0,49801.0,0
Student_27,1655920900.5053957,13116.536,372130.0,49893.0,0
Student_27,1655920900.5194197,13154.129,368834.0,46022.0,0
Student_27,1655920900.5334854,13105.194,367308.0,49740.0,0
Student_27,1655920900.5475223,13388.797,394286.0,53596.0,0
