label,timestamp,duration,pkg,dram,socket
Adult,1651928741.844582,627749.081,17263322.0,2435928.0,0
Adult,1651928742.473245,575155.962,15966206.0,2233341.0,0
Adult,1651928743.0493002,597994.096,16559040.0,2347555.0,0
Adult,1651928743.648162,579673.655,16082783.0,2242017.0,0
Adult,1651928744.2286887,609495.105,16806415.0,2382699.0,0
Adult,1651928744.839047,572149.436,15885763.0,2241006.0,0
Adult,1651928745.412064,608493.254,16777972.0,2382990.0,0
Adult,1651928746.0214093,577288.77,16019124.0,2254761.0,0
Adult,1651928746.5996213,606330.957,16760760.0,2372739.0,0
Adult,1651928747.2068172,576341.243,16042500.0,2239094.0,0
Adult,1651928747.784072,603787.339,16706867.0,2355558.0,0
Adult,1651928748.3887107,578120.144,16090718.0,2258448.0,0
Adult,1651928748.9677484,604214.284,16762897.0,2383358.0,0
Adult,1651928749.5728312,578130.194,16112020.0,2252420.0,0
Adult,1651928750.1518667,603045.109,16737384.0,2360622.0,0
Adult,1651928750.7558098,577773.435,16083394.0,2249391.0,0
Adult,1651928751.3344405,598672.56,16628741.0,2341375.0,0
Adult,1651928751.9340014,576880.474,16096333.0,2251961.0,0
Adult,1651928752.5118353,594470.499,16538409.0,2334397.0,0
Adult,1651928753.1071913,575060.521,16066610.0,2254409.0,0
Adult,1651928753.6831627,594984.864,16563190.0,2347892.0,0
Adult,1651928754.2790453,578887.676,16171589.0,2260376.0,0
Adult,1651928754.8588336,592582.805,16524189.0,2319036.0,0
Adult,1651928755.4523103,604082.532,16832720.0,2352161.0,0
Adult,1651928756.0572863,576741.047,16138204.0,2245428.0,0
Adult,1651928756.6349251,600107.334,16710467.0,2345842.0,0
Adult,1651928757.2359352,576527.098,16123189.0,2243117.0,0
Adult,1651928757.8133504,598098.089,16665728.0,2328354.0,0
Adult,1651928758.4123387,576617.25,16140462.0,2249880.0,0
Adult,1651928758.989852,592995.756,16509602.0,2310453.0,0
Adult,1651928759.583787,574462.02,16061299.0,2238574.0,0
Adult,1651928760.159144,615931.225,17081438.0,2419527.0,0
Adult,1651928760.7760096,578020.247,16193012.0,2254700.0,0
Adult,1651928761.3549082,607941.769,16899310.0,2379059.0,0
Adult,1651928761.9637914,574988.363,16134663.0,2235942.0,0
Adult,1651928762.5397196,606858.441,16950762.0,2395796.0,0
Adult,1651928763.1475043,576713.03,16175800.0,2264950.0,0
Adult,1651928763.7251048,603597.181,16807575.0,2370796.0,0
Adult,1651928764.3295913,575245.506,16135151.0,2238161.0,0
Adult,1651928764.9057264,600765.33,16779437.0,2358250.0,0
Adult,1651928765.5074863,572559.115,16044453.0,2231933.0,0
Adult,1651928766.0809329,603686.713,16824297.0,2353645.0,0
Adult,1651928766.6855087,578738.437,16222676.0,2236523.0,0
Adult,1651928767.2651422,595733.086,16658160.0,2339951.0,0
Adult,1651928767.8617618,575425.707,16157002.0,2250875.0,0
Adult,1651928768.438076,595118.142,16613727.0,2323672.0,0
Adult,1651928769.034078,573440.956,16101278.0,2230327.0,0
Adult,1651928769.6084037,594483.317,16615741.0,2327467.0,0
Adult,1651928770.2038267,603297.217,16854937.0,2361754.0,0
Adult,1651928770.8080194,572131.774,16063923.0,2234382.0,0
adult,1655113736.226525,632759.3,17655656.0,2456767.0,0
adult,1655113736.8602543,581443.571,16438984.0,2261738.0,0
adult,1655113737.442653,597534.963,16832171.0,2336417.0,0
adult,1655113738.0411413,580409.847,16448566.0,2241664.0,0
